Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,2,50445300700,1,50445300700
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,3,69729247600,1,69729247600
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,4,62508987700,1,62508987700
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,5,75712104700,1,75712104700
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,1,77076947300,1,77076947300
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,2,50445300700,1,50445300700
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,3,69729247600,1,69729247600
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,4,62508987700,1,62508987700
OllamaImageLabs.Ollama-CPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,5,75712104700,1,75712104700
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Overhead,Jitting,1,118300,1,118300
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Jitting,1,371885575000,1,371885575000
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,1,36764501100,1,36764501100
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,2,86390773500,1,86390773500
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,3,34300915200,1,34300915200
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,4,32744403000,1,32744403000
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,5,32141158900,1,32141158900
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,6,33095881400,1,33095881400
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,7,31296601800,1,31296601800
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,1,33133532300,1,33133532300
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,2,32784612100,1,32784612100
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,3,38882042900,1,38882042900
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,4,33080470300,1,33080470300
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,5,33106171100,1,33106171100
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,1,33133532300,1,33133532300
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,2,32784612100,1,32784612100
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,3,33080470300,1,33080470300
OllamaImageLabs.Ollama-CPU-llama3.2-vision-TrafficCams,OllamaBenchmark,OllamaImageLabs,Ollama-CPU-llama3.2-vision-TrafficCams,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Result,4,33106171100,1,33106171100
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Overhead,Jitting,1,118800,1,118800
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Jitting,1,26096513600,1,26096513600
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,1,9330007900,1,9330007900
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,2,10723025600,1,10723025600
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,3,6590138200,1,6590138200
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,4,5311446600,1,5311446600
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,5,12007696400,1,12007696400
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Warmup,6,5847474700,1,5847474700
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,1,6847909500,1,6847909500
OllamaImageLabs.Ollama-GPU-llama3.2-vision-Sample-images,OllamaBenchmark,OllamaImageLabs,Ollama-GPU-llama3.2-vision-Sample-images,Job-PNKSRD,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,5,Default,Default,Default,Default,Default,Default,Default,Throughput,Default,Default,"Job-PNKSRD(IterationCount=5, RunStrategy=Throughput)",,1,Workload,Actual,2,5947665400,1,5947665400
